CUSTOMER_PK	SALUTATION	FIRST_NAME	LAST_NAME	GENDER	MARITAL_STATUS	DAY_OF_BIRTH	BIRTH_COUNTRY	EMAIL_ADDRESS	CITY_NAME	ZIP_CODE	COUNTRY_NAME	GMT_TIMEZONE_OFFSET	PREFERRED_CUST_FLAG	REGISTRATION_TIME
59476386	Mrs.	Roberta	Sanchez	F	M	1952-01-18	RÉunion	roberta.sanchez@7hps084ujepv.org	Five Points	86098	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
59476468	Mr.	Billy	Thomas	M	S	1976-02-02	RÉunion	billy.thomas@mprmvltqc.org	Maple Grove	38252	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
59476481	Dr.	Michael	Greenberg	M	M	1990-10-18	Guinea	michael.greenberg@1uq.edu	Webb	20899			TRUE	2022-10-03 22:43:20.810 -0700
59476492	Dr.	Betty	Morgan	M	M	1926-08-08	Mozambique	betty.morgan@yc.org	Fairfield	16192	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
59476518	Mrs.	Sylvia	Bradley	F	M	1947-12-21	Philippines	sylvia.bradley@srcga4y8.edu	White Plains	86622	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
59476526	Miss	Kimberly	Corona	F	M	1954-12-06	Gibraltar	kimberly.corona@ii9.edu	Woodlawn	64098	United States		FALSE	2022-10-03 22:43:20.810 -0700
59476529	Ms.	Melba	Mills	F	U	1961-12-04	Norfolk Island	melba.mills@jxdcb8b.org	Lakeview	58579	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
59476543	Mrs.	Ann	Shively	M	D	1925-05-01	Suriname	ann.shively@sbjnk3hviqk1p1o.edu	Macedonia	51087	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
59476550	Mr.	Jason	Anderson	M	S	1981-01-02	Lesotho	jason.anderson@gyxmm1bhlcp.org	Lakeside	79532	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
59476563	Miss	Adela	Burns	F	S	1980-04-09	Poland	adela.burns@9l0mubvb8pzfv4vh.org	Waterloo	31675	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
59476567	Dr.	William	Collins	F	D	1976-08-16	Wallis And Futuna	william.collins@xbqn7n0jd.edu	Shelby	76575	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
59476580	Miss	Ann	Roberts	M	U	1934-07-02	Bulgaria	ann.roberts@a.edu	Macedonia	51087	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
59476595	Dr.	Rebekah	White	M	M	1947-07-08	Serbia	rebekah.white@yt07q.org	Sulphur Springs	18354	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
59476605	Ms.	Dorothy	Mcdonald	M	W	1945-10-28	Tunisia	dorothy.mcdonald@ckr5umaelv4x2tmk.org	Mount Zion	48054	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
59476625	Dr.	Sylvester	Thompson	F	W	1988-10-12	Senegal	sylvester.thompson@cric2ddjg4n0.edu	Deerfield	69840	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
59476636	Dr.	Claudia	Harper	F	D	1929-06-18	Barbados	claudia.harper@9.com	Jamestown	46867	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
59476664	Dr.	Henry	Nichols	M	M	1945-08-14	Cameroon	henry.nichols@ydfg.com	Woodlawn	04698	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
59476677	Dr.	Rosemary	Cardoza	M	D	1950-02-01	United Arab Emirates	rosemary.cardoza@r4f4ars4jvxp.org	Bridgeport	25817	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
59476681	Dr.	Maria	Ridley	F	D	1952-07-24	Kazakhstan	maria.ridley@ktd6ijgdjjtjddo.com	Friendship	34536	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
59476696	Miss	Marie	Adams	F	W	1936-12-04	Paraguay	marie.adams@9oxquvacntbcl.com	Morgantown	19193	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
59476723	Mr.	Johnny	Todd	M	D	1962-03-20	Senegal	johnny.todd@evhkleevsebmbyg.org	New Hope	89431	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
59476746	Sir	Eric	Cantwell	F	U	1928-07-30	Ukraine	eric.cantwell@ca.com	Plainview	33683	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
59476766	Mr.	William	Sheehan	F	D	1970-12-02	Faroe Islands	william.sheehan@higcvr8m3m.edu	Georgetown	77057	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
59476784	Ms.	Gladys	Pierce	F	W	1971-03-20	Sudan	gladys.pierce@faics2ztqtj.org	Union Hill	87746	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
59476792	Dr.	Vickie	Brown	M	S	1935-01-07	Guatemala	vickie.brown@tusexgq.edu	Pine Grove	44593	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25348874	Mrs.	Linda	Chavez	M	M	1954-08-30	Bulgaria	linda.chavez@pgurqhru4onh.edu	Welcome	16386	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25348893	Ms.	Cheryl	Brown	M	S	1980-06-29	Mexico	cheryl.brown@5.com	Shannon	34120	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25348907	Ms.	June	Smith	M	W	1987-03-08	Iraq	june.smith@lx.org	Friendship	54536	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25348954	Ms.	Victoria	Horsley	M	D	1932-06-03	Norfolk Island	victoria.horsley@xzfse9fmr6.com	Greenville	01987	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25348960	Sir	Jeffrey	Erwin	M	S	1938-03-21	Grenada	jeffrey.erwin@xxfk.org	Sunnyside	51952	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25348981	Miss	Chelsea	Lorenz	F	S	1936-01-23	Monaco	chelsea.lorenz@tl4.com	Bunker Hill	40150	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25349000	Mr.	Jose	Wiles	M	S	1929-09-23	Fiji	jose.wiles@1tappuymn6b.org	Oakland	29843	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349012	Dr.	Daniel	Randle	F	W	1945-02-23	Namibia	daniel.randle@fivymf.org	Flatwoods	54212	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25349037	Mrs.	Ernestina	Grimes	F	M	1990-12-10	Aland Islands	ernestina.grimes@a.edu	Glenwood	23511	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349042	Ms.	Raquel	Holt	M	S	1924-11-06	Cayman Islands	raquel.holt@0ivqfp0p6tkakf2duo.com	Woodville	64289	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25349044	Ms.	Danette	Calloway	M	M	1958-04-11	Hungary	danette.calloway@kfrzvzkd.org	Buena Vista	35752	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349055	Mr.	John	Himes	M	U	1946-10-07	Lebanon	john.himes@kn4.com	Woodville	54289	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349069	Dr.	Isiah	Young	F	M	1950-03-28	Aland Islands	isiah.young@8bqq.org	Macedonia	31087	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349079	Dr.	Ralph	Robertson	F	D	1988-08-26	Barbados	ralph.robertson@ythdo6sf.org	Hillcrest	53003	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
25349094	Mrs.	Gertrude	Jones	F	U	1990-04-10	Gabon	gertrude.jones@o3tjccbsdub.edu	Clifton	98014	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
25349118	Dr.	Jennifer	Allison	F	W	1961-12-15	Luxembourg	jennifer.allison@yvid.com	Franklin	29101	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349138	Miss	Evelyn	Nagy	F	S	1945-10-09	Belize	evelyn.nagy@rbr9irlixsu6tqaaez3.edu	Five Forks	72293	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349176	Dr.	Lelia	Oquendo	M	M	1970-03-27	Guernsey	lelia.oquendo@elur4jdfcphbb.org	Hopewell	30587	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349204	Miss	Barbie	Chitwood	M	S	1974-08-29	Brunei Darussalam	barbie.chitwood@7y4ka8fr52nvid.com	Oakland	29843	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349227	Mrs.	Linda	Adams	M	D	1986-06-03	Kiribati	linda.adams@0vxyemnpbbaypp1.com	Pleasant Valley	92477	United States	-9.00	TRUE	2022-10-03 22:43:20.810 -0700
25349236	Miss	Gloria	Green	M	W	1948-10-09	Tokelau	gloria.green@b0eykpyjzc.com	Woodlawn	74098	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25349245	Miss	Andrew	Mendez	M	D	1948-06-01	Oman	andrew.mendez@pkjsvvbkcz.com	Lakewood	28877	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25349265	Dr.	Douglas	White	M	M	1945-02-18	Burundi	douglas.white@lca0e5bv2egnu74ip.edu	Newtown	71749	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349266	Dr.	Cynthia	Wilkerson	F	D	1973-09-21	Virgin Islands, U.S.	cynthia.wilkerson@5uolc2qzhmp.org	Plainview	63683	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25349288	Mr.	Robert	Young	M	D	1967-02-28	Cambodia	robert.young@b17n3t3xlas8i3vo.org	Mount Olive	28059	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349303	Sir	Mario	Buckley	F	S	1937-03-03	Algeria	mario.buckley@aogzhc2.com	Spring Valley	76060	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25349313	Mr.	Leland	Crain	F	D	1969-01-21	Antigua And Barbuda	leland.crain@iqyagt727.org	Louisville	54464	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349342	Mrs.	Alex	Moser	M	S	1971-05-25	Bangladesh	alex.moser@jcnc4.edu	Oakland	69843	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349386	Mrs.	Martha	Ackley	M	W	1989-10-02	Germany	martha.ackley@r7d.org	Bunker Hill	20150	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349396	Ms.	Gladys	Lynch	F	W	1956-05-09	South Africa	gladys.lynch@dlta7pvqkp.edu	Vance	60268	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349406	Miss	Laurel	Smith	M	U	1947-03-26	Mayotte	laurel.smith@l1.com	Shiloh	49275	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25349432	Sir	Harold	Rodriguez	M	S	1983-05-10	Wallis And Futuna	harold.rodriguez@t1pol.org	Centerville	50059	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349435	Dr.	Donald	Valle	F	U	1986-09-18	Maldives	donald.valle@bfy8.org	Wilton	16997	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25349501	Miss	Meggan	Gallegos	M	U	1979-10-09	Romania	meggan.gallegos@c.edu	Oakland	89843	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25349505	Dr.	Salvador	Worrell	M	S	1935-12-27	Montenegro	salvador.worrell@izni2ehsbb.org	Willis	26788	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349515	Sir	Mario	Randle	M	D	1934-11-27	Germany	mario.randle@q.edu	Brownsville	99310	United States	-8.00	FALSE	2022-10-03 22:43:20.810 -0700
25349556	Ms.	Cora	Mcmahon	M	S	1956-11-01	American Samoa	cora.mcmahon@jbpudbk4yimc3xt.edu	Walnut Grove	27752	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349561	Dr.	Barbara	Barrientos	M	M	1977-06-14	Viet Nam	barbara.barrientos@cpa3za.com	Oak Hill	27838	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25349602	Ms.	Susan	Tucker	M	U	1938-06-03	China	susan.tucker@zmz2647lxbnh42ka.com	Greenville	81387	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25349676	Sir	Reginald	Gonzalez	F	M	1987-11-18	New Zealand	reginald.gonzalez@2dhrgho9mi.edu	Antioch	68605	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
25349698	Sir	Allan	Lopez	F	U	1936-07-28	Saint Lucia	allan.lopez@shjudcjf6n.org	Crossroads	60534	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25349746	Mrs.	Barbara	Cohen	F	D	1956-11-13	Sri Lanka	barbara.cohen@lexd.com	Clarksville	21233	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349748	Dr.	Florence	Seymour	F	D	1966-11-11	Kuwait	florence.seymour@mvbgzyz6rt4zu.edu	Liberty	43451	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25349787	Miss	Amy	Christ	F	W	1979-09-06	Bulgaria	amy.christ@gm5djy1p4ljn.com	Newport	21521	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25349794	Mrs.	Donna	Foster	F	D	1992-11-16	Oman	donna.foster@vh9ipr9bjmt.edu	Pleasant Hill	53604	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349801	Miss	Gabriela	Baker	M	M	1981-11-15	El Salvador	gabriela.baker@8c.edu	New Hope	69431	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349810	Ms.	Kathryn	Phillips	M	D	1941-08-27	Bahamas	kathryn.phillips@xmls.org	Hopewell	60587	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25349816	Ms.	Antonio	Harrison	F	U	1977-09-06	Timor-Leste	antonio.harrison@s1vzfgcgmg1r.org	Ashland	44244	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25349820	Dr.	Michelle	Boyce	M	M	1932-06-02	Togo	michelle.boyce@g3v18pxla.org	Marion		United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349823	Sir	Robert	Bernstein	M	D	1932-10-04	Ireland	robert.bernstein@rpbtyakbsqa.edu	Avery	10194	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25349827	Miss	Sue	Cross	M	S	1924-11-30	Austria	sue.cross@xy9se0lkxdhm.com	Woodlawn	74098	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349829	Mr.	Oscar	Ornelas	F	M	1992-07-31	Chile	oscar.ornelas@iqsrh47mxl.com	Lakeside	39532	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25349881	Ms.	Rachael	Miller	F	W	1975-08-23	Bulgaria	rachael.miller@9lzbermk5qh.com	Unionville	31711	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25349897	Mr.	Eric	Gallegos	M	U	1945-10-28	Botswana	eric.gallegos@o6npajotm8s.edu	Gum Springs	72106	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25349974	Miss	Socorro	Garcia	F	D	1951-01-29	Puerto Rico	socorro.garcia@y0jzm.edu	Gravel Hill	41944	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25350018	Mr.	Mark	Blanchette	M	D	1935-10-15	Bermuda	mark.blanchette@nlfyc4ibd1sjby.com	Green Acres	27683	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25350024	Miss	Michelle	Sheffield	M	M	1957-06-10	Antarctica	michelle.sheffield@sc5r0grjlsg.edu	Friendship	74536	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25350076	Mr.	William	Young	M	M	1929-10-22	Australia	william.young@ouaxgsfiza6tm.org	Fairview	65709	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
25350089	Mrs.	Wanda	Allen	M	W	1932-10-04	Malaysia	wanda.allen@ggmduaadiaiot777k.com	Snug Harbor	97936	United States	-8.00	TRUE	2022-10-03 22:43:20.810 -0700
25350094	Miss	Anita	Santiago	F	U	1929-06-29	Andorra	anita.santiago@g.org	Lakeview	38579	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25350095	Mrs.	Rebecca	Martinez	M	W	1951-08-16	Uzbekistan	rebecca.martinez@1xfrslajjns.com	Woodville	74289	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25350096	Sir	David	Baer	M	U	1952-11-26	Panama	david.baer@lpg.com	Harmony	45804	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
25350118	Ms.	Jessica	Harless	F	M	1955-12-23	Monaco	jessica.harless@550xulxq.com	Maple Grove	98252	United States	-8.00	TRUE	2022-10-03 22:43:20.810 -0700
25350132	Miss	Anna	Herzog	M	S	1931-06-26	Finland	anna.herzog@5olkd2g.org	Clifton	28014	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
25350152	Ms.	Jacqueline	Rodrigues	F	W	1982-03-03	Iceland	jacqueline.rodrigues@pkmfuypd.edu	Union	48721	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
25350167	Ms.	Sonja	Phillips	M	M	1980-11-29	Anguilla	sonja.phillips@rsdljhfqjr.edu	Mount Zion	48054	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
25350175	Sir	Walter	Powers	M	D	1977-09-08	Tajikistan	walter.powers@o.edu	Belmont	90191	United States	-8.00	TRUE	2022-10-03 22:43:20.810 -0700
25350176	Dr.	Charles	Douglas	F	M	1982-04-19	Finland	charles.douglas@g6hir.com	Edwards	81409	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27352534	Sir	Eric	Ward	F	U	1941-09-07	Puerto Rico	eric.ward@tupytgf8al3sreloe.edu	Woodville	64289	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27352540	Ms.	Debra	Thompson	M	D	1938-07-13	Tokelau	debra.thompson@kgzq1zyshq0g.org	Pine Grove	24593	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27352546	Miss	Debra	Kelly	M	D	1936-05-29	Eritrea	debra.kelly@boihqkc9f.edu	Ashland	24244	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27352584	Ms.	Marguerite	Burton	M	D	1927-11-30	Turkey	marguerite.burton@nxb5yvmlsxpg.edu	Greenville	91387	United States	-9.00	TRUE	2022-10-03 22:43:20.810 -0700
27352594	Sir	Ervin	Sawyers	M	M	1952-08-07	Belize	ervin.sawyers@gc.com	Walnut Grove	37752	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27352617	Mrs.	Lilian	Lewis	M	M	1968-08-25	Switzerland	lilian.lewis@cj.edu	Walnut Grove	67752	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27352627	Mrs.	Beulah	Larson	F	M	1990-06-29	Antigua And Barbuda	beulah.larson@als7u1.edu	Forest Hills	59237	United States	-7.00	TRUE	2022-10-03 22:43:20.810 -0700
27352634	Ms.	Cynthia	Langley	M	W	1989-08-05	CÔte D'ivoire	cynthia.langley@ihchjqvvt0j9put.com	Clinton	78222	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27352635	Sir	Thomas	Gordon	M	U	1965-12-04	Liberia	thomas.gordon@yfrb.org	Florence	53394	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27352658	Mr.	Robert	Smith	M	S	1989-03-05	Netherlands	robert.smith@i7fdgn2ji.com	Pleasant Grove	04736	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27352661	Ms.	Melanie	Mcdonald	F	W	1953-01-10	Liberia	melanie.mcdonald@oj.edu	Highland	59454	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27352683	Mr.	Scott	Woodard	F	W	1952-06-15	Denmark	scott.woodard@fme07njvdckqn.edu	Oak Grove	48370	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27352704	Ms.	Elizabeth	Reese	M	U	1991-05-09	Equatorial Guinea	elizabeth.reese@s48rea2iilphay.org	Brentwood	24188	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27352733	Ms.	Alexandra	Cutler	F	M	1971-04-28	Singapore	alexandra.cutler@nqjlt7.org	Centerville	70059	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27352774	Sir	Robert	Vargas	F	U	1940-10-16	Nicaragua	robert.vargas@mcupctmzyezvgto.com	Roxbury	95508	United States	-8.00	TRUE	2022-10-03 22:43:20.810 -0700
27352827	Dr.	Robert	Dorris	M	D	1933-07-10	Sweden	robert.dorris@xalgmbhxhkm.org	Ashland	84244	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27352835	Mrs.	Alice	Rivera	M	W	1984-05-18	Iraq	alice.rivera@hlmqce9s.edu	Highland Park	26534	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27352836	Ms.	Christine	Pate	M	S	1972-09-07	Monaco	christine.pate@vl.com	Valley View	45124	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27352856	Miss	Sherry	Ayres	M	W	1930-08-28	Belarus	sherry.ayres@vantvtm5zl60llf.com	Carthage	51529	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27352898	Mr.	Matthew	Richards	M	M	1973-01-21	Pitcairn	matthew.richards@nuzuc9kuhvy8d8.com	Highland	79454	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27352931	Mr.	Louis	Hicks	F	W	1936-01-23	Nauru	louis.hicks@khfz95p4ceggoeo.edu	Five Points	66098	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27352957	Sir	Christopher	Hayes	F	M	1969-02-18	Samoa	christopher.hayes@u7y.edu	Wildwood	46871	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27352971	Dr.	Roselle	Arnold	M	D	1950-11-28	Pakistan	roselle.arnold@prnffp2j.com	Martinsville	20419	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27352987	Dr.	Kyle	Zapata	F	D	1953-12-04	Cyprus	kyle.zapata@usqguhbzfhmj.org	Bridgeport	25817	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27352997	Miss	Nancy	Amaya	F	M	1979-12-10	Indonesia	nancy.amaya@leizlovz4p.com	Lee	70408	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27353006	Sir	Joseph	Melton	F	S	1980-03-08	Guadeloupe	joseph.melton@6.com	Liberty	23451	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27353019	Miss	Gertrude	Mccray	M	S	1940-05-23	Gibraltar	gertrude.mccray@u.com	Midway	21904	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27353027	Sir	John	Simmons	M	D	1980-11-26	Marshall Islands	john.simmons@iylq9ha3m6.com	Stringtown	20162	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27353039	Dr.	Joshua	Wallace	M	W	1963-01-22	Luxembourg	joshua.wallace@fmlrbpo3m5.org	Bridgeport	45817	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27353055	Dr.	James	Gorman	M	W	1943-11-09	Macao	james.gorman@y0qry1ebk2bx.org	Providence	76614	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27353061	Ms.	Carolyn	Cline	M	M	1940-04-09	Suriname	carolyn.cline@xg4k7ocyzpj.com	Florence	53394	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27353097	Miss	Tanya	Stpierre	M	S	1987-06-13	Jamaica	tanya.stpierre@jy.org	Jackson	79583	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27353102	Dr.	Federico	Stump	F	D	1981-04-14	Uruguay	federico.stump@idp8jhj.edu	Valley View	85124	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27353126	Sir	Ray	Garza	F	M	1926-06-03	Anguilla	ray.garza@akph6.edu	Newport	61521	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27353143	Mrs.	Sandra	Farnsworth	F	W	1977-04-26	Nauru	sandra.farnsworth@akdgikdo3efbbvig.org	Brownsville	29310	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27353149	Sir	Richard	Logan	M	U	1932-02-19	Thailand	richard.logan@5ocnjlmkkegg3gy.com	Pleasant Hill	73604	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27353174	Sir	Jerry	Henderson	M	M	1966-03-27	Kenya	jerry.henderson@t70htx8up.com	Valley View	35124	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27353210	Ms.	Virginia	Rodriquez	F	U	1975-09-28	Macao	virginia.rodriquez@i.org	Clifton	88014	United States	-7.00	FALSE	2022-10-03 22:43:20.810 -0700
27353224	Sir	Zachary	Alvarez	M	M	1991-03-27	Anguilla	zachary.alvarez@i0zserggdhi.edu	Summit	30499	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27353266	Dr.	Ericka	Mcdonald	M	U	1935-07-25	Cuba	ericka.mcdonald@c539.com	Fairfield	46192	United States		FALSE	2022-10-03 22:43:20.810 -0700
27353307	Miss	Paulette	Lassiter	F	W	1927-06-19	Belarus	paulette.lassiter@ih.org	Wilson	26971	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27353310	Mr.	Ralph	Wilson	M	D	1953-03-15	Algeria	ralph.wilson@k.edu	Richfield	06796	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27353323	Miss	Pauline	Adams	F	S	1965-06-03	Wallis And Futuna	pauline.adams@6c7m6lfdaay.edu	Lone Oak	26893	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27353326	Dr.	Sherry	James	M	W	1933-10-05	Timor-Leste	sherry.james@g.org	Woodland	34854	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27353328	Miss	Joanna	Reilly	F	D	1972-06-11	Antarctica	joanna.reilly@bn7vxj.edu	Woodland	14854	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27353338	Ms.	Diane	Bryant	F	D	1974-09-06	Kyrgyzstan	diane.bryant@dgmgsv8q0dvovznpe.edu	Jackson	49583	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27353346	Mrs.	Elsa	Stepp	M	M	1964-03-10	Slovakia	elsa.stepp@dcg9o8bv6n2u.edu	Oakland	59843	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27353351	Mrs.	Tara	Bradford	M	W	1943-10-25	Tunisia	tara.bradford@jyoo77pvjn0mgupvm.com	Pleasant Hill	43604	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
27353367	Sir	Virgil	Steele	F	U	1956-01-05	Ghana	virgil.steele@ejqartdscfj9cpbkmp.com	Hamilton	72808	United States	-6.00	TRUE	2022-10-03 22:43:20.810 -0700
27353370	Dr.	Marina	Robinson	M	U	1933-09-03	Aruba	marina.robinson@vglq.org	Bunker Hill	70150	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27353379	Ms.	Darlene	Clark	F	D	1945-06-23	Papua New Guinea	darlene.clark@9hozrk29bykgjit.org	Newport	51521	United States	-6.00	FALSE	2022-10-03 22:43:20.810 -0700
27353391	Dr.	Brian	Padilla	M	W	1933-05-06	Sierra Leone	brian.padilla@fcvvt.edu	Antioch	09205	United States	-5.00	FALSE	2022-10-03 22:43:20.810 -0700
27353400	Dr.	Jessica	Toney	F	D	1978-12-07	Saudi Arabia	jessica.toney@ygbztrud7.com	Greenwood	09428	United States	-5.00	TRUE	2022-10-03 22:43:20.810 -0700
