CUSTOMER_PK,SALUTATION,FIRST_NAME,LAST_NAME,GENDER,MARITAL_STATUS,DAY_OF_BIRTH,BIRTH_COUNTRY,EMAIL_ADDRESS,CITY_NAME,ZIP_CODE,COUNTRY_NAME,GMT_TIMEZONE_OFFSET,PREFERRED_CUST_FLAG,REGISTRATION_TIME,
27350827,Ms.,Wendy,Anderson,F,S,1/16/1956,Syrian Arab Republic,wendy.anderson@hgvttz7vig.edu,Newtown,81749,United States,-7,FALSE,43:20.8,
27350830,Dr.,Denise,Proctor,M,D,12/11/1988,Austria,denise.proctor@k4vhyfchzv9rkcb.org,Pleasant Grove,84136,United States,-7,TRUE,43:20.8,
27350864,Miss,Jane,Cochrane,M,W,8/22/1982,Mauritius,jane.cochrane@o8qohqxbmelhopc.com,Bridgeport,45817,United States,-5,FALSE,43:20.8,
27350870,Dr.,Fred,Harris,F,D,7/30/1952,Azerbaijan,fred.harris@quvll495zy.edu,Belmont,60191,United States,-6,FALSE,43:20.8,
27350875,Miss,Angel,Mack,M,M,12/3/1948,Timor-Leste,angel.mack@blyajr.com,Oakland,39843,United States,-5,TRUE,43:20.8,
27350885,Dr.,Salvatore,Warren,F,D,8/25/1950,Antarctica,salvatore.warren@7h4ql.org,Mountain View,54466,United States,-6,TRUE,43:20.8,
27350893,Sir,Alan,Massey,M,S,8/20/1969,Bulgaria,alan.massey@fb299go775e.com,Snug Harbor,97936,United States,-8,FALSE,43:20.8,
27350940,Miss,Stephanie,Williams,M,S,3/17/1965,Turkmenistan,stephanie.williams@dofa6fqmaeahz3ui.com,Greenfield,55038,United States,-6,TRUE,43:20.8,
27350958,Mrs.,Helen,Brown,F,M,2/11/1978,Guinea-Bissau,helen.brown@kx.edu,Belmont,60191,United States,-6,TRUE,43:20.8,
27350959,Ms.,Judith,Freed,M,U,11/7/1960,Cayman Islands,judith.freed@zpin.com,Enterprise,51757,United States,-6,FALSE,43:20.8,
27350980,Dr.,Catherine,Wilson,M,U,2/22/1952,United Kingdom,catherine.wilson@6iep.org,Bridgeport,25817,United States,-5,TRUE,43:20.8,
27350998,Mrs.,Glenda,Burley,M,U,10/21/1924,Romania,glenda.burley@52agsqf.org,Woodlawn,4698,United States,-5,FALSE,43:20.8,
27351007,Mr.,Richard,Scales,M,M,9/9/1963,Guatemala,richard.scales@tqynjphkfqr7hh5qho.org,Riverdale,29391,United States,-5,FALSE,43:20.8,
27351021,Miss,Ada,Arnold,F,U,12/28/1952,Greenland,ada.arnold@v23.edu,Shiloh,29275,United States,-5,FALSE,43:20.8,
27351033,Mr.,Samuel,Walker,F,W,1/13/1950,Liberia,samuel.walker@xz950khn.org,Greenwood,88828,United States,-7,TRUE,43:20.8,
27351047,Dr.,Kristy,Gonsalves,M,U,5/25/1932,Belarus,kristy.gonsalves@r3157mcstkxegx5k.com,Georgetown,17057,United States,-5,FALSE,43:20.8,
27351055,Sir,James,Kaufman,F,S,10/17/1932,Tonga,james.kaufman@5pqi.com,Bloomingdale,81824,United States,-7,TRUE,43:20.8,
27351067,Sir,Keith,Lockwood,F,S,8/4/1987,Guadeloupe,keith.lockwood@l.edu,Springfield,89303,United States,-7,FALSE,43:20.8,
27351081,Miss,Albert,Knudsen,F,U,5/8/1955,Brunei Darussalam,albert.knudsen@nbdxj59tku.com,Enterprise,71757,United States,-6,FALSE,43:20.8,
27351097,Sir,William,Cook,F,W,10/15/1955,American Samoa,william.cook@7r69lszcf.edu,Harmony,75804,United States,-6,TRUE,43:20.8,
27351117,Dr.,Louis,Smith,F,W,4/20/1987,Indonesia,louis.smith@xnkab.org,Oak Grove,48370,United States,-5,FALSE,43:20.8,
27351137,Ms.,Albert,Harvey,M,U,1/27/1942,Sudan,albert.harvey@slvx4.com,Shady Grove,32812,United States,-5,TRUE,43:20.8,
27351148,Mrs.,Anthony,Pimentel,F,M,2/25/1936,Tuvalu,anthony.pimentel@khrk5ogol.com,Oak Grove,48370,United States,-5,TRUE,43:20.8,
27351152,Miss,Essie,Coleman,M,S,10/10/1938,Burundi,essie.coleman@ragvispju3vmcok2fa4.edu,Texas,23342,United States,,FALSE,43:20.8,
27351153,Miss,Dorthy,Feliciano,F,M,3/20/1960,Nicaragua,dorthy.feliciano@n2rn.org,Concord,34107,United States,-5,TRUE,43:20.8,
27351184,Dr.,Helen,Bermudez,F,D,9/21/1977,Puerto Rico,helen.bermudez@2gvbv53dd96qlup8j.org,Sunnyside,51952,United States,-6,FALSE,43:20.8,
27351188,Dr.,Richard,Perez,M,S,6/1/1991,Cuba,richard.perez@goic3liy3pdju.com,Woodland,74854,United States,-6,TRUE,43:20.8,
27351203,Dr.,Keith,Wilson,M,U,5/5/1967,Viet Nam,keith.wilson@kjcm5odtdbd.com,Highland Park,56534,United States,-6,TRUE,43:20.8,
27351205,Mr.,Grover,Morgan,M,U,6/3/1965,Turkmenistan,grover.morgan@vko2rua.com,Deerfield,49840,United States,-5,FALSE,43:20.8,
27351211,Miss,Corie,Garcia,F,D,8/27/1970,Papua New Guinea,corie.garcia@ysycr5.org,Mount Vernon,58482,United States,-6,TRUE,43:20.8,
27351219,Dr.,Helen,Giles,M,M,9/15/1981,Guatemala,helen.giles@avtqgpqocgncke9og.org,Mount Zion,28054,United States,-5,FALSE,43:20.8,
27351220,Dr.,Julie,Shoemaker,M,W,5/3/1936,Poland,julie.shoemaker@he74bfq7e.edu,Providence,26614,United States,-5,TRUE,43:20.8,
27351237,Mrs.,Dawn,Lee,F,D,6/2/1956,Kyrgyzstan,dawn.lee@qcelz19apt.org,Hardy,35354,United States,-6,TRUE,43:20.8,
27351278,Dr.,Terry,Gentile,M,S,12/24/1950,Peru,terry.gentile@x9ktpkdcfl.edu,Centerville,60059,United States,-6,FALSE,43:20.8,
27351281,Mrs.,Debra,Weber,M,U,4/26/1991,Bouvet Island,debra.weber@zfnxf6fje.org,Woodlawn,54098,United States,-6,TRUE,43:20.8,
27351312,Sir,Allan,Johnson,F,W,8/26/1925,Ecuador,allan.johnson@yz1fappr9pqx0aktpt.edu,Shady Grove,32812,United States,-5,FALSE,43:20.8,
27351325,Ms.,Ruby,Causey,M,U,10/27/1977,Argentina,ruby.causey@p.com,Edgewood,40069,United States,-5,FALSE,43:20.8,
27351351,Sir,William,Hunter,M,U,10/21/1944,Cayman Islands,william.hunter@eoxdnpd9lpn.com,Roy,30744,United States,-6,TRUE,43:20.8,
27351370,Sir,Francis,Porter,M,S,12/23/1963,Nauru,francis.porter@1ibqgvh.com,Friendship,84536,United States,-7,FALSE,43:20.8,
27351371,Sir,Salvatore,Jackson,M,U,8/6/1952,Guadeloupe,salvatore.jackson@brf0f.edu,Lakeview,78579,United States,-6,TRUE,43:20.8,
27351397,Mrs.,Gloria,Martinez,M,W,9/28/1937,Guam,gloria.martinez@nmqqfh.org,Riverside,19231,United States,-5,TRUE,43:20.8,
27351405,Dr.,Michael,Clark,M,U,9/23/1962,Latvia,michael.clark@gzx.org,Bethel,15281,United States,-5,FALSE,43:20.8,
27351440,Sir,Joshua,Ray,F,S,5/12/1988,Solomon Islands,joshua.ray@czkmulsby.edu,Union Hill,57746,United States,-6,FALSE,43:20.8,
27351483,Sir,Samuel,Sherman,M,U,1/28/1969,Myanmar,samuel.sherman@bykp11m7iy.org,Mountain View,44466,United States,-5,TRUE,43:20.8,
27351501,Ms.,Griselda,Vaughn,F,W,5/29/1964,Estonia,griselda.vaughn@njhlf902bjng.edu,Wilson,36971,United States,-5,TRUE,43:20.8,
27351504,Mr.,Mark,Brady,M,U,7/15/1936,Iceland,mark.brady@ajo.edu,Pleasant Hill,33604,United States,-5,TRUE,43:20.8,
27351527,Miss,Florence,Rock,M,U,2/4/1950,Guatemala,florence.rock@pp1tmvk6liaugfyu.edu,Franklin,29101,United States,-5,FALSE,43:20.8,
27351533,Sir,Jesus,Cote,M,U,1/22/1951,El Salvador,jesus.cote@lqki.edu,Flatwoods,,,-5,FALSE,43:20.8,
27351534,Dr.,Lucille,Jones,M,S,8/25/1985,Norway,lucille.jones@vniezqy9ig6bk.com,Greenville,51387,United States,-7,FALSE,43:20.8,
27351549,Mrs.,Joanne,Johnson,F,W,12/6/1960,Bermuda,joanne.johnson@s7nhtpzvu1.com,Northwood,44104,United States,-5,FALSE,43:20.8,
27351552,Miss,Lenora,Dawkins,F,S,7/12/1947,Mayotte,lenora.dawkins@xsn821z2g7.org,Lakeside,79532,United States,-6,TRUE,43:20.8,
27351556,Dr.,Keith,Guy,F,W,7/20/1939,Liechtenstein,keith.guy@xzvngusqigcpldcb.com,Highland,59454,United States,-6,FALSE,43:20.8,
27351562,Mr.,Patrick,Calhoun,F,U,8/26/1953,Algeria,patrick.calhoun@aoc.com,Lakewood,88877,United States,-7,FALSE,43:20.8,
27351585,Dr.,Robert,Arnett,M,W,9/30/1965,Mozambique,robert.arnett@9mx3mqxm8x4a.com,Greenwood,68828,United States,-6,TRUE,43:20.8,
27351604,Mrs.,Karen,Ryder,F,M,4/13/1986,Czech Republic,karen.ryder@jxlsl2607.edu,Newport,71521,United States,-6,FALSE,43:20.8,
27351611,Mr.,James,Allen,F,U,1/2/1989,Mali,james.allen@l6dxfyp.com,Union Hill,77746,United States,-6,FALSE,43:20.8,
27351623,Dr.,James,Workman,F,S,8/25/1932,Jordan,james.workman@tqpuorkz3m.com,Mount Pleasant,51933,United States,-6,FALSE,43:20.8,
27351626,Mrs.,Katrina,Larkin,F,D,3/3/1963,Tuvalu,katrina.larkin@5tehggztf9.com,Antioch,88605,United States,-7,TRUE,43:20.8,
27351642,Sir,Eddie,Johnson,M,D,8/11/1930,Marshall Islands,eddie.johnson@vzze.org,Kingston,44975,United States,-5,FALSE,43:20.8,
27351728,Dr.,David,Mcmillian,F,W,12/26/1972,Benin,david.mcmillian@l3nhcvl.org,White Oak,56668,United States,-6,FALSE,43:20.8,
27351756,Dr.,Valda,Moore,M,M,11/15/1951,Togo,valda.moore@ddvagonk8ny6tfzgm.com,Pinhook,49398,United States,-5,FALSE,43:20.8,
27351773,Dr.,Anton,Maldonado,F,M,4/14/1943,French Polynesia,anton.maldonado@edkan5f9fz.com,Liberty,53451,United States,-6,TRUE,43:20.8,
27351800,Sir,Jake,Thatcher,F,M,8/14/1990,Sweden,jake.thatcher@tqxf50d90ytss.edu,Richardson,77687,United States,-6,TRUE,43:20.8,
27351807,Miss,Donna,White,F,M,10/14/1970,Mozambique,donna.white@zq.edu,Farmington,49145,United States,-5,TRUE,43:20.8,
27351814,Miss,Angela,Adams,M,S,5/20/1959,South Africa,angela.adams@ct5m5xxqjru8n.edu,Bridgeport,65817,United States,-6,FALSE,43:20.8,
27351835,Mr.,William,Pettit,F,S,10/9/1954,Zambia,william.pettit@q3tk.edu,Oakland,59843,United States,-6,TRUE,43:20.8,
27351843,Dr.,John,Donovan,M,M,7/27/1975,Guatemala,john.donovan@trfrg3l50qt.edu,Crossroads,40534,United States,-5,TRUE,43:20.8,
27351845,Dr.,Samantha,Wiggins,M,D,2/13/1945,"Moldova, Republic Of",samantha.wiggins@vuoafexegelz5.org,Waterloo,91675,United States,-8,TRUE,43:20.8,
27351847,Mrs.,Amy,Clarke,F,W,11/2/1989,Antigua And Barbuda,amy.clarke@0uijbvbyjbnqmc.com,Highland Park,56534,United States,-6,FALSE,43:20.8,
27351854,Sir,Bernard,Morehead,F,U,2/15/1941,Nigeria,bernard.morehead@upkrostang4z0a.edu,Valley View,35124,United States,-5,FALSE,43:20.8,
27351862,Dr.,James,Rosario,M,D,9/17/1963,Ethiopia,james.rosario@vzpycldbxh2arv.edu,Newtown,71749,United States,-6,FALSE,43:20.8,
27351878,Sir,Steven,Anglin,M,W,12/4/1934,United Kingdom,steven.anglin@yp.com,Woodville,64289,United States,-6,FALSE,43:20.8,
27351884,Mrs.,Lori,Walker,F,W,3/5/1934,Honduras,lori.walker@jglvckacvpvq.org,Pleasant Valley,72477,United States,-6,TRUE,43:20.8,
27351894,Miss,Sheila,Day,M,D,9/22/1989,Bulgaria,sheila.day@4nyevfjs9q.edu,Glendale,33951,United States,-6,FALSE,43:20.8,
27351930,Sir,David,Dye,M,S,4/26/1933,Guernsey,david.dye@igruhvfzpz1.edu,Gladstone,20894,United States,-5,FALSE,43:20.8,
27351935,Dr.,Joseph,Hendrix,M,D,9/12/1939,Indonesia,joseph.hendrix@68hfzax.edu,Lakewood,58877,United States,-6,FALSE,43:20.8,
27351941,Mrs.,Nancy,Lewis,F,M,9/23/1992,Portugal,nancy.lewis@7ixofsofsodatnl.com,Sunnyside,71952,United States,-6,TRUE,43:20.8,
27351968,Sir,Kenneth,Colon,M,S,11/20/1939,Bangladesh,kenneth.colon@ydbxrbeibl.org,Florence,43394,United States,-6,FALSE,43:20.8,
27351974,Mr.,Hai,Moreno,M,M,3/3/1987,Isle Of Man,hai.moreno@ujkncv0o.org,Brownsville,49310,United States,-5,FALSE,43:20.8,
27352032,Dr.,Valeri,Roberts,F,M,10/18/1942,Mauritania,valeri.roberts@ypgbl9vli.edu,Red Oak,,,,TRUE,43:20.8,
27352093,Mr.,Jonathan,Bates,M,M,3/31/1962,Iraq,jonathan.bates@jm0s.org,Greenfield,5638,United States,-5,FALSE,43:20.8,
27352102,Mrs.,Suzanne,Franklin,F,U,10/6/1959,Iceland,suzanne.franklin@r75js.edu,Highland Park,76534,United States,-6,FALSE,43:20.8,
27352146,Dr.,Jody,Bynum,M,D,5/25/1946,Solomon Islands,jody.bynum@mgfqyzrqobth.org,Lakeside,39532,United States,-5,TRUE,43:20.8,
27352149,Mr.,William,Pressley,F,M,6/11/1930,Monaco,william.pressley@d6.edu,Mount Olive,88059,United States,-7,FALSE,43:20.8,
27352176,Sir,Ian,Atherton,M,U,7/19/1949,Uzbekistan,ian.atherton@jrolj.com,Waterloo,51675,United States,-6,FALSE,43:20.8,
27352190,Dr.,Mark,Hensley,F,S,6/16/1987,Poland,mark.hensley@jytird7plfeh6.edu,Deerfield,29840,United States,-5,FALSE,43:20.8,
27352203,Mr.,Bradley,Webster,F,M,1/18/1948,Cyprus,bradley.webster@msy.org,Cold Springs,48280,United States,-5,FALSE,43:20.8,
27352220,Miss,Elizabeth,Molina,M,S,10/5/1934,Morocco,elizabeth.molina@v7d.edu,Pine Grove,34593,United States,-6,FALSE,43:20.8,
27352227,Ms.,Bonnie,Higgins,F,M,4/12/1991,Wallis And Futuna,bonnie.higgins@jibbnzjmmib.org,Oakwood,50169,United States,-6,FALSE,43:20.8,
27352236,Miss,Martha,Levine,M,D,6/15/1981,Bermuda,martha.levine@60m3.org,Jones,42686,United States,-5,TRUE,43:20.8,
27352258,Sir,Franklin,Quick,M,S,2/18/1939,Austria,franklin.quick@vhyfs81.org,Highland Park,66534,United States,-6,TRUE,43:20.8,
27352268,Mrs.,Teresa,Smith,M,M,5/6/1951,Namibia,teresa.smith@mloki.org,Hazelwood,71206,United States,-6,FALSE,43:20.8,
27352271,Dr.,Linda,Fowlkes,F,M,4/30/1950,Belarus,linda.fowlkes@xkkq9.org,Ashland,24244,United States,-5,FALSE,43:20.8,
27352297,Dr.,Amber,Parks,F,S,6/23/1958,Turkmenistan,amber.parks@2m6ul9cd8iku9.org,Mount Pleasant,61933,United States,-6,FALSE,43:20.8,
27352320,Dr.,Steven,Wells,F,W,2/18/1958,Italy,steven.wells@o45ryoase.edu,Oakdale,69584,United States,-6,FALSE,43:20.8,
27352347,Sir,Lawrence,Hite,F,W,8/12/1978,Seychelles,lawrence.hite@6xrto4lt0u.com,Summit,20499,United States,-5,FALSE,43:20.8,
27352355,Dr.,Karen,Johnson,F,W,9/9/1987,Oman,karen.johnson@6xz3zax.org,Clifton,58014,United States,-6,FALSE,43:20.8,
27352364,Mr.,Doug,Duke,M,S,1/16/1962,Equatorial Guinea,doug.duke@9tgyb7vkhsn.edu,Mount Olive,48059,United States,-5,TRUE,43:20.8,
27352392,Mrs.,Carolina,Alvarado,F,D,3/28/1991,Bhutan,carolina.alvarado@vjnqoymhbcr0.edu,Georgetown,27057,United States,-5,FALSE,43:20.8,
27352425,Sir,Cody,Spain,M,U,12/14/1946,Liechtenstein,cody.spain@vqhnhopbv4oocmlrp.edu,Glendale,73951,United States,-6,FALSE,43:20.8,
27352456,Sir,Benjamin,Mathis,M,W,1/20/1992,Myanmar,benjamin.mathis@bantcz6kjz0ng7.edu,Buena Vista,15752,United States,-5,FALSE,43:20.8,
27352459,Mr.,Thomas,Decker,F,W,7/31/1951,San Marino,thomas.decker@atm.org,Franklin,49101,United States,-5,FALSE,43:20.8,
27352479,Miss,Sandra,Morris,M,U,7/22/1961,Burundi,sandra.morris@3hezzugnuactjxkm.com,Lincoln,51289,United States,-6,TRUE,43:20.8,
27352480,Dr.,Kathleen,Brown,F,M,10/28/1947,Qatar,kathleen.brown@acyokat6gqn.org,Arlington,56557,United States,-6,TRUE,43:20.8,
27352488,Dr.,Daniel,Lee,M,S,10/19/1963,Ireland,daniel.lee@xel.org,White Oak,46668,United States,-5,TRUE,43:20.8,
27352495,Dr.,Gene,Bethel,M,D,9/19/1938,Nepal,gene.bethel@dllmb5kfe.org,Bayside,9550,United States,-5,TRUE,43:20.8,
27352504,Dr.,Joseph,Rodriquez,M,S,9/19/1979,Lebanon,joseph.rodriquez@4g7f7.org,Murray,72150,United States,-6,TRUE,43:20.8,
27352516,Dr.,Herschel,Hayes,F,D,8/29/1942,Lesotho,herschel.hayes@byvitncpt9.org,Lakewood,78877,United States,-6,TRUE,43:20.8,
27352517,Dr.,Donald,Cook,M,W,8/8/1976,Ireland,donald.cook@28nl8cylxe.edu,Oak Grove,,,-6,FALSE,43:20.8,
25338913,Dr.,Daniel,Rucker,F,M,5/7/1943,Kenya,daniel.rucker@iyn2.com,Bayview,99672,United States,-8,FALSE,43:20.8,
25338916,Dr.,Chad,Richardson,M,W,4/27/1928,Senegal,chad.richardson@z.com,Oak Grove,78370,United States,-6,TRUE,43:20.8,
25338925,Ms.,Grace,Alonso,M,W,6/11/1931,Czech Republic,grace.alonso@aperpmle4n5.com,Bayside,39550,United States,-6,TRUE,43:20.8,
25338950,Mrs.,Donna,Olsen,F,D,8/13/1971,Nauru,donna.olsen@utyhysnudrlsu5u9d8.edu,Jackson,79583,United States,-6,TRUE,43:20.8,
25338981,Dr.,Phillip,Wagner,F,S,9/22/1928,Myanmar,phillip.wagner@o.edu,Edgewood,80069,United States,-7,TRUE,43:20.8,
25338988,Dr.,Jeff,Duffy,F,M,3/30/1931,Jersey,jeff.duffy@xbvpst0h3i.com,Newtown,61749,United States,-6,FALSE,43:20.8,
25338997,Ms.,Amber,Jones,F,W,7/3/1985,Monaco,amber.jones@brqxee1frcy.org,Centerville,20059,United States,-5,FALSE,43:20.8,
25339005,Sir,Robert,Berman,M,U,9/8/1968,Wallis And Futuna,robert.berman@avuldcslac3y.com,Spring Hill,66787,United States,-6,FALSE,43:20.8,
25339010,Dr.,Helen,Boyd,M,W,4/3/1940,Cape Verde,helen.boyd@1z4kenlkb30qa.org,Jamestown,96867,United States,-8,FALSE,43:20.8,
25339017,Sir,Ellis,Holder,M,D,1/30/1949,Bouvet Island,ellis.holder@xrpotjpe9y0xrba5cev.edu,Fairview,25709,United States,-5,FALSE,43:20.8,
25339021,Mrs.,Ethel,Mcmillan,F,M,9/1/1927,Australia,ethel.mcmillan@opdl.edu,Woodlawn,44098,United States,-6,TRUE,43:20.8,
25339022,Mrs.,Ellen,Williams,F,U,1/8/1938,Nepal,ellen.williams@yqr.com,Newtown,51749,United States,-6,TRUE,43:20.8,
25339028,Ms.,Heidi,Cooks,F,M,8/2/1960,"Korea, Republic Of",heidi.cooks@rzejamqkbeog.com,Oakland,79843,United States,-6,FALSE,43:20.8,
25339033,Mr.,David,Alexander,F,D,8/8/1957,Aruba,david.alexander@ndp3lvnxcdatqjj.org,Florence,73394,United States,-6,TRUE,43:20.8,
25339035,Sir,Lonnie,Gatlin,F,M,3/23/1985,Montenegro,lonnie.gatlin@c5dngilo9l.edu,Marion,20399,United States,-5,TRUE,43:20.8,
25339053,Dr.,Harold,Witt,M,D,5/10/1936,Saint Helena,harold.witt@cvshbblhuzqxnr.org,Maple Grove,98252,United States,-8,TRUE,43:20.8,
25339067,Mrs.,Jennifer,Chase,M,S,1/24/1971,Portugal,jennifer.chase@zmmi1yursep.edu,Union,18721,United States,-5,FALSE,43:20.8,
25339071,Mrs.,Sylvia,Peebles,F,D,1/23/1975,Norfolk Island,sylvia.peebles@jkpfjotbzpb.edu,Salem,48048,United States,-5,FALSE,43:20.8,
25339080,Mr.,James,Lee,F,U,1/19/1940,Mayotte,james.lee@8qedu.com,Derby,57702,United States,-6,FALSE,43:20.8,
25339082,Dr.,William,Bond,F,W,3/1/1972,Croatia,william.bond@ptkxlopf0vk03.org,Sunnyside,2552,United States,-5,TRUE,43:20.8,
25339087,Dr.,Jeremy,Sims,M,U,2/13/1955,Palau,jeremy.sims@bub6cy.edu,Lebanon,22898,United States,-5,TRUE,43:20.8,
25339104,Mrs.,Tamera,Howard,M,D,3/28/1986,"Korea, Republic Of",tamera.howard@q.org,Oakdale,59584,United States,-6,TRUE,43:20.8,
25339105,Mr.,Steven,Rowe,F,D,3/11/1967,Christmas Island,steven.rowe@6khtmng2p.edu,Edgewood,50069,United States,-6,FALSE,43:20.8,
25339111,Ms.,Janice,Warren,M,D,3/24/1977,Comoros,janice.warren@nsey5a9.com,Marion,20399,United States,-5,FALSE,43:20.8,
25339119,Mrs.,Lyda,Muir,F,M,6/21/1972,Niger,lyda.muir@ttvrom3n8h60f4.com,Sawyer,46045,United States,-6,FALSE,43:20.8,
25339122,Miss,Felicia,Campbell,M,U,5/25/1951,Italy,felicia.campbell@adq.org,Bridgeport,15817,United States,-5,FALSE,43:20.8,
25339131,Sir,Jesse,Nava,M,W,11/28/1931,Saint Lucia,jesse.nava@rlteddzk7fkbu.edu,Green Acres,77683,United States,-6,FALSE,43:20.8,
25339135,Dr.,Edith,Carter,F,M,2/4/1989,Marshall Islands,edith.carter@laymgmqbu41ht.edu,Mount Zion,58054,United States,-6,FALSE,43:20.8,
25339166,Sir,Jack,Dean,F,W,7/18/1946,Algeria,jack.dean@hcezbpcenfes0uq.edu,Shiloh,59275,United States,-6,FALSE,43:20.8,
25339171,Sir,Mike,Nguyen,F,D,3/31/1950,Tuvalu,mike.nguyen@1zbvfjfvtsn.com,Greenfield,25038,United States,-5,TRUE,43:20.8,
25339177,Dr.,Edward,Moser,M,M,6/28/1986,Mali,edward.moser@dyei4b74akelmtnqt6.com,Harmon,55623,United States,-6,TRUE,43:20.8,
25339188,Dr.,Kim,Fletcher,F,D,9/2/1972,Bolivia,kim.fletcher@u97vi.org,Plainview,73683,United States,-6,FALSE,43:20.8,
25339210,Ms.,Edie,Jones,M,D,5/21/1957,Ecuador,edie.jones@dopqgxd2kz.edu,Hurricane,37644,United States,-5,FALSE,43:20.8,
25339214,Dr.,George,Ross,M,S,6/26/1959,Oman,george.ross@hxxzoee.com,Friendship,34536,United States,-5,FALSE,43:20.8,
25339245,Mr.,Alonzo,Lane,M,D,4/1/1960,Iraq,alonzo.lane@jihlbtmbe44.org,Farmington,19145,United States,-5,FALSE,43:20.8,
25339257,Dr.,Richard,Baca,M,M,8/5/1984,El Salvador,richard.baca@1pd4fdrs3fin.org,Farmington,89145,United States,-7,FALSE,43:20.8,
25339278,Sir,Sidney,Gilmore,M,D,5/14/1952,Lithuania,sidney.gilmore@pfa.com,Marion,40399,United States,-5,TRUE,43:20.8,
25339306,Dr.,Roger,Stine,M,S,6/5/1968,Bahrain,roger.stine@g0u9ker0ezfea7ggx1.org,Tabor,68529,United States,-6,FALSE,43:20.8,
25339321,Miss,Karin,Wilson,F,W,4/1/1959,Greece,karin.wilson@pgf.org,Hamilton,52808,United States,-7,TRUE,43:20.8,
25339334,Dr.,John,Sellars,M,W,11/1/1942,Tonga,john.sellars@jkap.edu,Florence,63394,United States,-6,FALSE,43:20.8,
25339361,Ms.,Melissa,Oconnell,F,U,9/5/1947,Saudi Arabia,melissa.oconnell@uro6ruh83pkb.com,Woodville,34289,United States,-6,FALSE,43:20.8,
25339370,Mr.,Jerry,Harrison,F,W,3/1/1941,Mongolia,jerry.harrison@iya3ng.org,Lakewood,78877,United States,-6,FALSE,43:20.8,
25339374,Dr.,James,White,M,D,11/11/1964,Nepal,james.white@civ3dovf4q.org,Mount Olive,38059,United States,-6,TRUE,43:20.8,
25339382,Miss,Janet,Lopez,M,U,5/24/1986,Kyrgyzstan,janet.lopez@uaiibr7jbj2emo.edu,Concord,74107,United States,-6,TRUE,43:20.8,
25339407,Sir,Timothy,Chambers,M,D,10/22/1932,Switzerland,timothy.chambers@z85uj.com,Mount Vernon,28482,United States,-5,FALSE,43:20.8,
25339459,Mrs.,Andre,Johnson,M,U,12/12/1990,Mali,andre.johnson@brziyufcfdqtrf4.com,Arlington,66557,United States,-6,FALSE,43:20.8,
25339460,Miss,Cindy,Robinson,M,U,9/21/1968,Wallis And Futuna,cindy.robinson@vgejkfpqfqi.com,Oak Hill,87838,United States,-7,TRUE,43:20.8,
25339491,Mrs.,Alberta,Douglas,M,D,7/27/1974,Portugal,alberta.douglas@ll.com,Philadelphia,65591,United States,-6,FALSE,43:20.8,
25339494,Sir,Alfredo,Wise,M,S,12/18/1940,Bulgaria,alfredo.wise@rmxj8kvdpd9.edu,Bethel,85281,United States,-7,FALSE,43:20.8,
25339564,Mr.,Michael,Brock,M,S,8/20/1974,Wallis And Futuna,michael.brock@asrkmvk.com,Five Forks,42293,United States,-5,TRUE,43:20.8,
25339575,Mrs.,Carolyn,Hall,M,W,3/23/1960,Greece,carolyn.hall@3clk5uf8ssq0y5hh.edu,Highland,9454,United States,-5,FALSE,43:20.8,
25339587,Mr.,Gary,Fleming,F,S,12/13/1983,United Kingdom,gary.fleming@cl6fsdev7mhht.org,Mount Zion,38054,United States,-5,FALSE,43:20.8,
25339608,Dr.,Daniel,Love,F,S,6/6/1977,Turkmenistan,daniel.love@cmp0st7ryteses9aa.org,Mountain View,94466,United States,-9,FALSE,43:20.8,
25339615,Ms.,Katherine,Christensen,M,W,1/23/1965,Guadeloupe,katherine.christensen@y89hqt.edu,Lincoln,71289,United States,-6,FALSE,43:20.8,
25339619,Sir,Paul,Patterson,M,W,5/14/1946,Jordan,paul.patterson@60renc.com,Valley View,65124,United States,-6,FALSE,43:20.8,
25339633,Dr.,Charles,Floyd,F,D,3/11/1943,Zimbabwe,charles.floyd@ashq.edu,Oak Hill,67838,United States,-6,FALSE,43:20.8,
25339703,Miss,Virginia,Cope,F,U,1/15/1953,Seychelles,virginia.cope@djfmjnffjr.edu,Springfield,59303,United States,-6,FALSE,43:20.8,
25339723,Ms.,Donna,Freeman,M,S,3/13/1955,Bolivia,donna.freeman@dnmrdrjdxhn5.com,Lebanon,52898,United States,-6,FALSE,43:20.8,
25339748,Ms.,Luisa,Vogel,F,W,6/20/1949,American Samoa,luisa.vogel@tjlvb.edu,Berea,73804,United States,-6,FALSE,43:20.8,
25339750,Miss,Linda,Owens,M,U,12/21/1947,Niger,linda.owens@np4l9rlzjpp2.com,Youngstown,70001,United States,-6,TRUE,43:20.8,
25339751,Dr.,Rebecca,Ryder,F,W,6/21/1973,Monaco,rebecca.ryder@e.edu,Forest,57537,United States,-6,TRUE,43:20.8,
25339797,Mr.,Harry,Fleming,F,U,8/3/1925,Sudan,harry.fleming@4ucpu3zqx7haa.com,Valley View,75124,United States,-6,TRUE,43:20.8,
25339806,Dr.,Brian,Jackson,M,U,11/26/1960,United Kingdom,brian.jackson@tvjjic4mg.com,Shady Grove,22812,United States,-5,TRUE,43:20.8,
25339824,Dr.,David,Randall,M,M,4/16/1992,Yemen,david.randall@bk8tqlhfhdooc.org,Frankfort,19681,United States,-5,FALSE,43:20.8,
